class,class_conf,bbox_xywh
[ 0.  0.  0. 27. 73. 41.],[0.93637687 0.77807003 0.50362426 0.59555662 0.47381917 0.41567668],"[array([299.53973389, 263.98532104, 274.121521  , 408.78286743])
 array([102.63210297, 240.93658447, 204.41261292, 469.20269775])
 array([670.15112305, 389.63806152,  99.21850586, 171.80325317])
 array([105.57220459, 199.89344788,  42.63530731,  96.88327026])
 array([671.18237305, 345.46691895,  97.63525391, 121.46337891])
 array([214.44421387, 290.92523193,  54.70831299,  66.73880005])]"
[ 0.  0.  0. 27. 73. 40.],[0.93459356 0.88171953 0.61799967 0.60263449 0.49661642 0.16926636],"[array([298.76791382, 264.46536255, 276.19750977, 408.70477295])
 array([ 97.41394806, 240.41944885, 194.02278137, 468.78207397])
 array([669.99658203, 390.27084351,  99.3805542 , 169.84381104])
 array([105.45495605, 199.61302185,  42.60921478,  96.80239868])
 array([671.2041626 , 345.20123291,  97.58789062, 121.34060669])
 array([212.79910278, 291.57305908,  56.15713501,  68.71182251])]"
[ 0.  0.  0. 27. 73.],[0.93137938 0.88264644 0.58989167 0.63718575 0.48376513],"[array([298.33084106, 264.61978149, 276.94049072, 409.06072998])
 array([ 95.5455246 , 240.00378418, 190.29667664, 467.87982178])
 array([670.08007812, 390.72149658,  99.3994751 , 168.17694092])
 array([105.31459808, 198.88043213,  42.56507874,  95.62205505])
 array([671.39416504, 347.52655029,  97.21166992, 126.42041016])]"
[ 0.  0.  0. 27. 73.],[0.92979854 0.89079165 0.56093991 0.61030698 0.42765719],"[array([297.58450317, 264.08486938, 278.92663574, 407.62518311])
 array([ 94.58595276, 239.94221497, 188.31573486, 467.48452759])
 array([670.0657959 , 390.64208984,  99.41223145, 167.95861816])
 array([105.37553406, 199.01470947,  42.67273712,  95.75767517])
 array([671.45611572, 342.95516968,  97.08776855, 117.60736084])]"
[ 0.  0.  0. 27. 73.],[0.93199545 0.90777677 0.4388175  0.58538097 0.54416084],"[array([296.44311523, 263.3097229 , 283.21801758, 405.8319397 ])
 array([ 93.36734772, 239.8449707 , 185.96781921, 468.34143066])
 array([670.38433838, 393.84585571,  98.77258301, 161.94598389])
 array([105.91311646, 201.17651367,  43.78759766,  99.5821991 ])
 array([671.38134766, 339.98590088,  97.21643066, 111.61422729])]"
[ 0.  0.  0. 27. 73.],[0.9294045  0.89883107 0.44558609 0.53311002 0.47839558],"[array([296.67028809, 264.30111694, 284.44055176, 406.92819214])
 array([ 91.43770599, 240.29785156, 181.8709259 , 467.44287109])
 array([670.58343506, 390.60714722,  98.47753906, 168.68499756])
 array([106.35083008, 201.72393799,  44.51400757, 101.4052124 ])
 array([671.20532227, 342.12011719,  97.58929443, 115.15518188])]"
[ 0.  0.  0. 27. 73.],[0.93008763 0.888318   0.48874819 0.53650498 0.55853814],"[array([296.925354  , 264.92114258, 284.73986816, 408.07446289])
 array([ 91.00679779, 239.76921082, 181.23228455, 467.93222046])
 array([670.62207031, 391.02032471,  98.24017334, 168.17871094])
 array([106.6435318 , 201.65853882,  45.17585754, 102.60063171])
 array([670.98779297, 340.38192749,  98.02441406, 111.81689453])]"
[ 0.  0.  0. 27. 73. 40.],[0.93216616 0.84898072 0.3932164  0.48689732 0.5023222  0.47199512],"[array([296.40304565, 264.9382019 , 285.74768066, 408.42303467])
 array([ 91.64551544, 239.85823059, 182.68180847, 468.35324097])
 array([670.85400391, 395.47845459,  97.60394287, 159.76907349])
 array([107.5958252 , 203.24728394,  47.01345062, 106.13874817])
 array([670.79345703, 339.30047607,  98.24725342, 109.68133545])
 array([206.93981934, 296.8493042 ,  50.73869324,  67.76574707])]"
[ 0.  0.  0. 27. 73.],[0.92714822 0.855919   0.53224421 0.47431844 0.48192808],"[array([296.07672119, 265.06539917, 286.82019043, 408.95968628])
 array([ 91.54459381, 239.68547058, 182.58613586, 468.3734436 ])
 array([670.81744385, 395.22879028,  97.73278809, 159.61236572])
 array([107.21496582, 203.44232178,  46.38589478, 106.43731689])
 array([670.7644043 , 342.62591553,  98.39788818, 116.61538696])]"
[ 0.  0.  0. 27. 73.],[0.93098235 0.87319911 0.55137724 0.57480997 0.37618661],"[array([295.75164795, 265.40866089, 287.84301758, 409.4987793 ])
 array([ 91.7046814 , 239.67164612, 182.89584351, 468.96194458])
 array([671.12957764, 395.25857544,  97.4284668 , 158.77203369])
 array([107.08110809, 202.82542419,  45.77784729, 105.58773804])
 array([670.93927002, 343.71237183,  98.12145996, 118.78540039])]"
[ 0.  0.  0. 27. 73.],[0.93015587 0.86443073 0.52189571 0.578076   0.3915152 ],"[array([295.49197388, 265.61868286, 287.12963867, 409.16183472])
 array([ 91.73497009, 239.75727844, 182.82733154, 468.77670288])
 array([671.29742432, 395.34805298,  96.73815918, 158.67785645])
 array([107.43492126, 203.27676392,  45.46835327, 105.90205383])
 array([670.82641602, 339.89404297,  98.19824219, 110.68933105])]"
[ 0.  0.  0. 27. 73. 41.],[0.92953819 0.86117983 0.37588847 0.60980695 0.44358769 0.41454491],"[array([295.24099731, 265.54415894, 285.8348999 , 409.2913208 ])
 array([ 92.04249573, 239.79129028, 183.65692139, 468.50531006])
 array([671.69030762, 397.31558228,  95.97137451, 154.3638916 ])
 array([107.31755066, 201.56970215,  44.49614716, 102.76589966])
 array([670.94116211, 347.4942627 ,  97.92199707, 126.80297852])
 array([205.35934448, 299.03179932,  53.24493408,  68.10943604])]"
[ 0.  0.  0. 27. 73. 40.],[0.92578137 0.85165393 0.41890943 0.6139524  0.47381157 0.63235581],"[array([294.55987549, 265.34173584, 283.99188232, 409.38763428])
 array([ 91.50753784, 239.7772522 , 182.59881592, 468.40466309])
 array([671.94335938, 398.23358154,  95.27941895, 153.44619751])
 array([107.33149719, 200.99319458,  44.35623932, 101.56555176])
 array([670.65216064, 343.19128418,  98.4050293 , 116.81759644])
 array([205.09820557, 299.72766113,  52.80570984,  68.59210205])]"
[ 0.  0.  0. 27. 73. 40.],[0.92667091 0.85720217 0.43940294 0.59231502 0.51158983 0.79839373],"[array([293.42449951, 265.41894531, 282.30126953, 409.77459717])
 array([ 91.60341644, 239.73735046, 182.99790955, 468.24667358])
 array([671.99060059, 399.62301636,  94.9331665 , 151.45782471])
 array([107.12342072, 201.04737854,  44.49925232, 101.81533813])
 array([670.15802002, 341.5402832 ,  99.11816406, 112.07278442])
 array([204.89978027, 300.02716064,  51.93745422,  68.97732544])]"
[ 0.  0.  0. 27. 73. 40.],[0.92730665 0.88316971 0.37314767 0.61564296 0.46986753 0.11308796],"[array([292.91372681, 265.64602661, 283.19818115, 409.94885254])
 array([ 91.78201294, 239.64250183, 183.24920654, 468.19107056])
 array([672.09887695, 399.34014893,  95.03155518, 151.73953247])
 array([107.22987366, 201.03143311,  44.66650391, 102.19142151])
 array([670.23272705, 343.01470947,  99.17260742, 115.05563354])
 array([203.86611938, 299.72457886,  55.45756531,  68.68688965])]"
[ 0.  0.  0. 27. 73. 40.],[0.9279598  0.87860548 0.36752197 0.62160355 0.44693738 0.14059244],"[array([292.79336548, 265.73043823, 283.26818848, 409.88967896])
 array([ 92.06304932, 239.60964966, 183.76260376, 468.24926758])
 array([672.12530518, 399.1121521 ,  95.09350586, 152.17102051])
 array([106.98226929, 200.30239868,  44.2317276 , 100.99995422])
 array([670.33447266, 342.62197876,  99.24176025, 114.06646729])
 array([203.46105957, 299.56066895,  56.72576904,  68.83309937])]"
[ 0.  0.  0. 27. 73.],[0.92901862 0.87690055 0.34152773 0.60033071 0.41484213],"[array([291.97439575, 265.91705322, 282.8269043 , 409.91113281])
 array([ 91.67053986, 239.64706421, 183.07359314, 468.35168457])
 array([671.92645264, 399.05187988,  95.3737793 , 151.37265015])
 array([106.74937439, 200.20025635,  44.15637207, 100.51481628])
 array([670.19018555, 341.93084717,  99.36077881, 112.33166504])]"
[ 0.  0.  0. 27. 73. 39. 40.],"[0.92938936 0.87772965 0.4072648  0.59493077 0.42865655 0.33494923
 0.51821285]","[array([291.31204224, 266.17324829, 282.10931396, 410.14022827])
 array([ 91.25337219, 239.68354797, 182.22650146, 468.29086304])
 array([671.86212158, 400.43429565,  95.34436035, 148.02099609])
 array([106.86210632, 200.75640869,  44.3259201 , 101.33413696])
 array([670.00408936, 340.35784912,  99.56384277, 108.56549072])
 array([272.60284424, 270.27792358,  47.09034729, 154.26269531])
 array([204.46487427, 300.57754517,  52.34750366,  69.41271973])]"
[ 0.  0.  0. 27. 73. 41. 39. 40.],"[0.92711842 0.86409771 0.43120837 0.5899263  0.53954053 0.40555215
 0.54336548 0.64623177]","[array([290.68304443, 266.11672974, 280.62652588, 409.72140503])
 array([ 92.8537674 , 239.6161499 , 185.52940369, 468.04675293])
 array([671.49365234, 400.80938721,  95.83227539, 147.26144409])
 array([106.84362793, 201.45269775,  44.64157104, 102.15177917])
 array([669.58148193, 340.26690674, 100.1550293 , 108.06442261])
 array([203.75726318, 302.34216309,  51.81347656,  67.9090271 ])
 array([271.79800415, 270.21304321,  45.4888916 , 153.65345764])
 array([203.86730957, 301.47235107,  51.22193909,  69.65054321])]"
[ 0.  0.  0. 27. 73. 39.],[0.92528808 0.85412759 0.45118517 0.59585869 0.46875358 0.65579015],"[array([289.95843506, 265.77993774, 280.88061523, 410.70724487])
 array([ 92.816185  , 239.34500122, 185.55393982, 468.51556396])
 array([671.86584473, 400.57684326,  95.53753662, 147.5887146 ])
 array([106.79455566, 200.40562439,  43.89128876, 100.99765015])
 array([669.48120117, 339.03930664, 100.73352051, 105.53567505])
 array([271.03488159, 268.9402771 ,  44.24726868, 156.98895264])]"
[ 0.  0.  0. 27. 73. 39.],[0.92544198 0.86025119 0.40529576 0.59725785 0.43800378 0.35982051],"[array([289.25131226, 265.37939453, 282.36743164, 410.67593384])
 array([ 92.90433502, 239.28968811, 185.45545959, 468.57272339])
 array([671.85961914, 400.60290527,  95.7454834 , 147.32901001])
 array([106.76739502, 200.37579346,  43.94690704, 101.26547241])
 array([669.54290771, 340.42047119, 100.7935791 , 108.44326782])
 array([270.23986816, 268.51385498,  42.65776062, 156.87820435])]"
[ 0.  0.  0. 27. 73. 39.],[0.92870647 0.87191749 0.35082397 0.61855948 0.24059753 0.32097071],"[array([288.68222046, 265.59188843, 282.54644775, 410.48373413])
 array([ 91.78787994, 239.40660095, 183.27320862, 468.86605835])
 array([671.84765625, 401.04644775,  95.64447021, 146.35974121])
 array([106.70271301, 200.32583618,  43.65576935, 100.80822754])
 array([669.19152832, 340.11526489, 101.25158691, 106.71490479])
 array([269.2013855 , 268.27484131,  41.75514221, 158.23277283])]"
[ 0.  0.  0. 27. 73. 27.],[0.92660666 0.84835416 0.41626844 0.6618821  0.15830152 0.35620955],"[array([287.802948  , 265.91574097, 282.24365234, 410.30874634])
 array([ 91.28633118, 239.82073975, 182.17922974, 468.69781494])
 array([671.67871094, 392.61376953,  96.04107666, 163.20089722])
 array([106.84872437, 200.96411133,  43.59886932, 101.67076111])
 array([668.91772461, 339.82073975, 101.66082764, 104.53024292])
 array([268.88595581, 269.81588745,  41.70521545, 154.04014587])]"
[ 0.  0.  0. 27. 73. 27. 41.],"[0.92615455 0.82266766 0.37200543 0.66417682 0.150528   0.1851223
 0.40782523]","[array([287.50750732, 265.9921875 , 282.02258301, 410.96109009])
 array([ 96.26810455, 239.68309021, 192.09986877, 468.38833618])
 array([671.47399902, 389.55175781,  96.46075439, 169.04940796])
 array([107.05840302, 201.22099304,  43.56990051, 102.30413818])
 array([668.49707031, 339.14678955, 102.50836182, 102.77084351])
 array([268.00076294, 269.82507324,  41.91937256, 151.61982727])
 array([202.03384399, 305.97979736,  53.81764221,  68.22976685])]"
[ 0.  0.  0. 27. 41.],[0.92384452 0.81857854 0.42631844 0.68729293 0.5076679 ],"[array([286.68353271, 265.73440552, 282.56524658, 411.62225342])
 array([ 94.05171204, 239.60601807, 187.56433105, 468.40472412])
 array([671.03601074, 390.52233887,  97.3145752 , 167.18490601])
 array([106.95109558, 200.7782135 ,  43.45022583, 101.45837402])
 array([200.64736938, 306.41534424,  54.50401306,  69.18688965])]"
[ 0.  0.  0. 27. 41.],[0.92726719 0.83047551 0.38755518 0.65471816 0.21228623],"[array([285.86929321, 265.88909912, 282.0758667 , 411.95956421])
 array([ 96.89060974, 239.713974  , 193.20791626, 468.23684692])
 array([670.80334473, 389.13919067,  97.66143799, 170.07800293])
 array([106.99539185, 201.00732422,  43.41396332, 101.59031677])
 array([199.78903198, 307.78363037,  57.27903748,  68.92938232])]"
[ 0.  0.  0. 27. 41.],[0.93024832 0.83332819 0.4148677  0.65139151 0.11406508],"[array([285.44848633, 265.55395508, 282.09082031, 412.12973022])
 array([ 97.85128021, 239.52941895, 195.16157532, 468.13018799])
 array([671.02441406, 386.08654785,  97.60516357, 175.0395813 ])
 array([107.14382172, 201.0380249 ,  43.7155304 , 101.71022034])
 array([199.61698914, 307.86038208,  57.4263916 ,  69.11315918])]"
[ 0.  0.  0. 27. 41.],[0.92927867 0.82169706 0.38966006 0.65850437 0.22323546],"[array([284.88952637, 265.52722168, 281.71264648, 411.93499756])
 array([ 99.20999908, 239.58198547, 197.92576599, 468.30825806])
 array([670.78552246, 386.86859131,  97.85626221, 173.84686279])
 array([107.13296509, 201.58303833,  44.15838623, 102.37432861])
 array([198.38249207, 308.39764404,  55.17779541,  68.75222778])]"
[ 0.  0.  0. 27. 41. 73.],[0.93179756 0.84918082 0.2845763  0.65954691 0.10797319 0.39603278],"[array([283.85821533, 265.09362793, 280.91522217, 412.74453735])
 array([ 96.74951935, 239.28436279, 193.16169739, 468.92510986])
 array([670.82287598, 395.0133667 ,  97.6517334 , 158.59216309])
 array([106.91467285, 201.99584961,  44.36856842, 103.76980591])
 array([197.61529541, 307.81854248,  55.51766968,  69.60946655])
 array([667.75891113, 339.62884521, 103.83563232, 103.56994629])]"
[ 0.  0.  0. 27. 41. 73.],[0.93295169 0.85392368 0.33737108 0.63016504 0.23179419 0.32012245],"[array([283.22119141, 264.6421814 , 280.12973022, 413.58685303])
 array([ 93.90963745, 239.03768921, 187.42837524, 469.20977783])
 array([670.85241699, 397.9956665 ,  97.68218994, 152.95462036])
 array([106.9107666 , 200.15817261,  43.7273941 , 102.13058472])
 array([197.14451599, 307.44317627,  57.5647583 ,  69.60180664])
 array([667.29650879, 339.2322998 , 104.89984131, 105.01373291])]"
[ 0.  0.  0. 27. 41. 73.],[0.93058109 0.855937   0.34165552 0.58861136 0.41713491 0.20775983],"[array([283.14181519, 265.02450562, 278.56152344, 413.82736206])
 array([ 95.72961426, 239.2361908 , 190.99179077, 469.23434448])
 array([670.62420654, 399.87628174,  98.08581543, 149.35186768])
 array([106.76934814, 200.39367676,  43.35805511, 102.61166382])
 array([197.65667725, 307.71002197,  57.1441803 ,  69.27856445])
 array([667.02966309, 339.09100342, 105.38458252, 105.20980835])]"
[ 0.  0.  0. 27. 41. 73.],[0.93164915 0.85272771 0.33067706 0.54864538 0.51850784 0.32498789],"[array([282.91079712, 265.09121704, 277.52410889, 414.07263184])
 array([ 95.42938995, 239.324646  , 190.29359436, 469.2791748 ])
 array([670.48071289, 399.91876221,  98.5501709 , 149.37768555])
 array([106.62541962, 199.97467041,  43.1287384 , 102.12823486])
 array([197.92961121, 307.64483643,  57.40838623,  69.91085815])
 array([667.12756348, 338.84817505, 105.44146729, 106.05010986])]"
[ 0.  0.  0. 27. 73.],[0.93079919 0.85250193 0.31985787 0.63588649 0.3109704 ],"[array([282.78540039, 264.83401489, 277.48510742, 414.00814819])
 array([ 97.4103241 , 239.11546326, 194.28231812, 469.34567261])
 array([670.46124268, 400.38021851,  98.73571777, 148.07531738])
 array([106.50442505, 199.76702881,  43.43060303, 102.05409241])
 array([667.39172363, 340.33673096, 104.93890381, 109.58929443])]"
[ 0.  0.  0. 27. 73. 39. 41.],"[0.92774415 0.86769861 0.34401783 0.57539904 0.47536486 0.28923249
 0.27672929]","[array([282.52859497, 265.04138184, 276.76599121, 413.69692993])
 array([ 96.55644226, 239.31715393, 192.5328064 , 469.36386108])
 array([670.03863525, 401.13848877,  99.31982422, 147.73428345])
 array([105.912323  , 199.28219604,  43.61763763, 100.02896118])
 array([667.21813965, 339.565979  , 105.03826904, 108.80618286])
 array([264.36917114, 265.3734436 ,  45.97601318, 165.28814697])
 array([199.34780884, 307.50592041,  65.15357971,  70.68609619])]"
[ 0.  0.  0. 27. 73. 39. 41.],"[0.92751533 0.85752535 0.32924512 0.60122782 0.36863717 0.38988495
 0.17585243]","[array([281.99050903, 264.62768555, 276.05743408, 413.81344604])
 array([ 96.657547  , 239.2276001 , 192.74328613, 469.49798584])
 array([669.89245605, 401.25579834,  99.80841064, 147.80380249])
 array([105.67980957, 199.56243896,  43.84056854,  99.91433716])
 array([667.55871582, 340.74267578, 104.47528076, 112.87686157])
 array([265.03399658, 266.17868042,  46.15904236, 167.64265442])
 array([199.80322266, 307.65136719,  66.60423279,  70.63970947])]"
[ 0.  0.  0. 27. 73. 39. 41.],"[0.92025071 0.82901478 0.38432696 0.63461256 0.36399719 0.17868449
 0.52399009]","[array([281.30767822, 264.13812256, 275.53070068, 413.57260132])
 array([ 93.22245789, 239.36476135, 186.01776123, 469.42965698])
 array([669.12207031, 394.21496582, 101.35870361, 162.7961731 ])
 array([105.68424988, 199.86807251,  44.21946716, 102.82228088])
 array([668.06628418, 346.17840576, 103.82196045, 125.02218628])
 array([264.49371338, 265.87091064,  46.94355774, 166.51898193])
 array([199.9236145 , 307.99035645,  65.14399719,  69.64602661])]"
[ 0.  0.  0. 27. 73. 39. 41.],"[0.9203518  0.82542086 0.37188137 0.57652754 0.43581781 0.33887959
 0.54751325]","[array([281.07510376, 264.54071045, 274.75170898, 414.32485962])
 array([ 92.27708435, 239.60084534, 184.15570068, 470.54977417])
 array([668.98730469, 389.94769287, 101.82501221, 171.30953979])
 array([106.37097168, 203.20431519,  45.53076172, 108.24082947])
 array([668.16833496, 340.30639648, 103.66326904, 113.15310669])
 array([265.30725098, 266.95123291,  48.05537415, 168.79269409])
 array([199.81645203, 308.41436768,  63.37405396,  69.40621948])]"
[ 0.  0.  0. 27. 73. 39. 41.],"[0.92101496 0.81477398 0.36497161 0.58518034 0.3986142  0.14810506
 0.38534665]","[array([280.40216064, 264.57312012, 275.03656006, 414.65432739])
 array([ 91.8129425 , 239.7230835 , 183.24435425, 470.44903564])
 array([668.76623535, 388.88769531, 102.04736328, 173.16189575])
 array([105.86148071, 202.24087524,  45.00418854, 104.20045471])
 array([667.8828125 , 337.93838501, 104.08258057, 107.36083984])
 array([265.44107056, 265.74298096,  46.86012268, 166.5124054 ])
 array([198.75360107, 308.75704956,  65.81248474,  69.815979  ])]"
[ 0.  0.  0. 27. 73. 27.],[0.91779464 0.8248598  0.30613482 0.62993383 0.49272206 0.43058506],"[array([280.40927124, 264.46502686, 273.70776367, 414.52093506])
 array([ 93.15590668, 239.47634888, 185.82551575, 470.22869873])
 array([668.75500488, 387.39575195, 102.15301514, 175.31604004])
 array([105.41499329, 199.68464661,  44.16745758,  99.0743103 ])
 array([667.9642334 , 337.0758667 , 104.07159424, 106.22128296])
 array([265.29724121, 265.89852905,  45.47387695, 166.77259827])]"
[ 0.  0.  0. 27. 73. 27.],[0.9282093  0.82393521 0.37928867 0.62275469 0.4021731  0.2255497 ],"[array([279.83059692, 264.24914551, 274.3248291 , 414.66549683])
 array([ 95.11752319, 239.57322693, 189.8583374 , 470.16635132])
 array([669.43939209, 395.92025757, 101.05151367, 158.02984619])
 array([105.169487  , 199.20303345,  44.03459167,  97.33131409])
 array([667.90032959, 337.20739746, 104.19934082, 106.82241821])
 array([266.43295288, 265.35900879,  44.17137146, 167.65910339])]"
[ 0.  0.  0. 27. 73. 27.],[0.92711329 0.83146322 0.43283218 0.58525211 0.35893875 0.14798129],"[array([279.04641724, 264.17056274, 273.69543457, 415.37634277])
 array([ 97.38613892, 239.38793945, 194.35009766, 470.44287109])
 array([668.90130615, 385.2749939 , 101.80566406, 180.14331055])
 array([105.5743866 , 200.61709595,  44.90960693, 101.86239624])
 array([667.82055664, 336.12307739, 104.28814697, 102.96942139])
 array([267.04351807, 266.25442505,  43.60742188, 169.1975708 ])]"
[ 0.  0.  0. 27. 73. 27. 41.],"[0.92960936 0.85908502 0.65396225 0.59973633 0.31336355 0.1807774
 0.44006413]","[array([277.99026489, 264.4475708 , 271.64874268, 414.50418091])
 array([ 95.39839935, 239.39659119, 190.41731262, 470.21109009])
 array([668.89404297, 382.12243652, 101.90991211, 186.35049438])
 array([106.08393097, 202.78793335,  45.89183044, 104.65853882])
 array([667.75061035, 335.46902466, 104.4006958 , 100.90911865])
 array([266.56393433, 271.38916016,  44.69563293, 179.26699829])
 array([194.25881958, 308.00152588,  59.87142944,  69.04043579])]"
[ 0.  0.  0. 27. 73. 27. 41.],"[0.92208779 0.85164547 0.58538598 0.57263428 0.33542782 0.10968194
 0.48749158]","[array([277.28872681, 264.25283813, 269.91656494, 413.94989014])
 array([ 94.84072876, 239.26205444, 189.2583313 , 470.20458984])
 array([669.14526367, 380.61334229, 101.43206787, 188.95834351])
 array([106.14237976, 203.31947327,  45.81903839, 106.01797485])
 array([667.83874512, 335.04882812, 104.22363281,  99.42453003])
 array([266.1739502 , 265.21380615,  44.30830383, 166.82022095])
 array([194.3006897 , 307.90460205,  60.59671021,  69.00234985])]"
[ 0.  0.  0. 27. 73. 27. 41.],"[0.92354465 0.85227907 0.52199423 0.56246328 0.36776817 0.19255018
 0.45051518]","[array([277.09216309, 264.01913452, 269.24911499, 413.71090698])
 array([ 94.52902985, 239.08816528, 188.55574036, 470.19763184])
 array([669.10131836, 380.0279541 , 101.4140625 , 190.29516602])
 array([106.18440247, 203.26925659,  45.71837616, 106.63743591])
 array([667.88745117, 334.66210938, 104.1661377 ,  98.75930786])
 array([266.37863159, 247.02001953,  43.42350769, 131.39283752])
 array([194.41918945, 307.73706055,  60.92579651,  69.0244751 ])]"
[ 0.  0.  0. 27. 73. 27. 41.],"[0.92121464 0.84967214 0.45505849 0.59144026 0.53349102 0.19168264
 0.10958754]","[array([276.91421509, 263.91531372, 268.60083008, 413.53045654])
 array([ 96.07543945, 238.94021606, 191.61581421, 470.18383789])
 array([669.6081543 , 379.14932251, 100.44366455, 192.09881592])
 array([105.84092712, 201.39152527,  45.29944611, 104.61334229])
 array([667.93865967, 334.48370361, 104.00561523,  98.67706299])
 array([266.41442871, 241.21228027,  42.8394928 , 120.4382782 ])
 array([196.24900818, 307.73248291,  63.01446533,  69.22860718])]"
[ 0.  0.  0. 27. 73. 41.],[0.92637897 0.84230912 0.63487172 0.60339612 0.357658   0.11662103],"[array([276.84408569, 264.10098267, 267.82330322, 413.61669922])
 array([ 96.66968536, 239.04650879, 192.80934143, 470.28320312])
 array([669.17907715, 379.88763428, 101.28277588, 191.99783325])
 array([105.61470795, 200.75344849,  45.04740906, 103.76945496])
 array([667.70007324, 335.74298096, 104.5824585 ,  99.75302124])
 array([195.67631531, 307.71850586,  63.91949463,  70.18270874])]"
[ 0.  0.  0. 27. 73. 41.],[0.92759657 0.84959036 0.71903467 0.61294836 0.21720582 0.13772273],"[array([276.70541382, 264.00656128, 267.28924561, 412.63342285])
 array([ 96.95930481, 238.92137146, 193.29519653, 470.0630188 ])
 array([668.24804688, 379.55136108, 102.94830322, 192.64379883])
 array([105.91673279, 201.99475098,  45.58688354, 106.09674072])
 array([667.31835938, 336.37133789, 105.01971436, 100.74411011])
 array([195.44595337, 307.67767334,  61.77923584,  69.67178345])]"
[ 0.  0.  0. 27. 40.],[0.9192003  0.85409397 0.70982188 0.6321646  0.21966623],"[array([276.91342163, 264.19503784, 267.33892822, 412.16699219])
 array([ 94.06112671, 238.86953735, 187.49627686, 469.99645996])
 array([667.40441895, 376.62918091, 104.8046875 , 198.75604248])
 array([105.78340912, 201.67486572,  44.95018005, 106.08531189])
 array([195.23152161, 307.61459351,  64.17703247,  69.07366943])]"
[ 0.  0.  0. 27. 41. 73.],[0.92538792 0.85460049 0.40123865 0.62116331 0.3391692  0.58232564],"[array([277.03109741, 264.66003418, 266.76177979, 412.31619263])
 array([ 93.04381561, 239.10649109, 185.62324524, 470.28616333])
 array([668.95428467, 371.98699951, 101.44787598, 208.72570801])
 array([106.08140564, 203.30105591,  45.98797607, 108.73687744])
 array([195.08374023, 308.24465942,  63.35604858,  69.03344727])
 array([666.59436035, 340.68688965, 106.65179443, 108.4972229 ])]"
[ 0.  0.  0. 27. 41. 73.],[0.92536861 0.85487944 0.39462906 0.60360032 0.21072601 0.68345392],"[array([277.30047607, 264.86520386, 267.05090332, 411.62463379])
 array([ 91.78746033, 239.24572754, 182.98626709, 471.02563477])
 array([670.66589355, 388.80047607,  98.5369873 , 175.26699829])
 array([106.17332458, 203.25274658,  46.09111786, 108.72270203])
 array([194.98912048, 308.52542114,  64.32629395,  69.48083496])
 array([666.33581543, 339.47460938, 107.29241943, 106.05813599])]"
[ 0.  0.  0. 27. 73.],[0.928262   0.86747634 0.44488069 0.63373905 0.66361511],"[array([277.17666626, 264.76077271, 267.03045654, 412.00402832])
 array([ 92.28031921, 238.97042847, 184.03363037, 470.53027344])
 array([670.74169922, 375.33514404,  98.02960205, 201.41793823])
 array([105.49409485, 200.57626343,  44.95420074, 103.82417297])
 array([666.1907959 , 338.16983032, 107.25732422, 104.39013672])]"
[ 0.  0.  0. 27. 73.],[0.92513794 0.87586319 0.4927938  0.6633023  0.41646194],"[array([277.27890015, 264.66281128, 266.75030518, 412.70559692])
 array([ 93.47836304, 238.73718262, 186.29034424, 470.34448242])
 array([670.56878662, 372.88510132,  98.29919434, 206.27618408])
 array([105.58879852, 201.09033203,  44.82389832, 104.75074768])
 array([666.17352295, 341.76113892, 107.57067871, 112.64044189])]"
[ 0.  0.  0. 27. 73.],[0.92755818 0.85644919 0.50681967 0.65532416 0.37336653],"[array([277.77401733, 264.71691895, 266.29522705, 413.04528809])
 array([ 95.59913635, 238.73043823, 190.61663818, 470.51080322])
 array([669.76379395, 374.08944702, 100.09320068, 204.08001709])
 array([105.43716431, 201.02423096,  44.37136078, 104.22306824])
 array([666.2991333 , 344.29495239, 107.4017334 , 116.57781982])]"
[ 0.  0.  0. 27.],[0.92441452 0.85823286 0.70279706 0.6291734 ],"[array([278.08517456, 265.04162598, 267.06829834, 411.89181519])
 array([ 95.21367645, 238.93713379, 189.70726013, 470.27288818])
 array([667.18237305, 375.79519653, 105.30059814, 200.40252686])
 array([105.65258789, 200.72113037,  44.35697174, 104.58815002])]"
[ 0.  0.  0. 27.],[0.92784482 0.86205781 0.74341536 0.65215141],"[array([278.39990234, 264.6477356 , 267.00210571, 412.45593262])
 array([ 94.71150208, 238.64871216, 188.79138184, 470.64904785])
 array([666.34429932, 378.27441406, 107.04626465, 194.76602173])
 array([105.84463501, 200.512146  ,  44.36371613, 104.74269104])]"
[ 0.  0.  0. 27. 27.],[0.92876095 0.86151832 0.75652623 0.66900319 0.33121711],"[array([278.63122559, 264.53616333, 266.26629639, 412.87316895])
 array([ 94.21005249, 238.1829071 , 187.72668457, 470.20773315])
 array([666.12402344, 379.13467407, 107.66241455, 193.33746338])
 array([106.24891663, 201.27507019,  44.62111664, 106.27798462])
 array([268.12057495, 219.7328186 ,  40.87768555,  70.32821655])]"
[ 0.  0.  0. 27. 27.],[0.92718261 0.85654098 0.74300689 0.65462267 0.28149548],"[array([278.59713745, 264.28582764, 265.96563721, 413.41601562])
 array([ 96.02772522, 238.41099548, 191.57922363, 470.55532837])
 array([665.84436035, 379.50094604, 108.03967285, 192.362854  ])
 array([106.24056244, 201.07095337,  44.5018158 , 106.0039978 ])
 array([267.9574585 , 219.59640503,  40.01683044,  71.54850769])]"
